File:,"../Sarcasm/Sarcasm_train_set_4.csv"
TEXT,VALUE,PRED,CORRECT
"winner didn't even know it was pie-eating contest",1,1,MATCH
"asimo tricked into falling down stairs",1,1,MATCH
"indonesia's oldest queer rights group turns 30 facing difficult future",-1,-1,MATCH
"sighing trump sexual assault accusers announce they'll try coming forward again next week",1,-1,FAIL
"single strip of 'i voted' stickers more than enough for midterm polling station",1,1,MATCH
"who wrote the beatles hit twist and shout"? the amazing story of bert berns"",-1,-1,MATCH
"a cornell frat held a disgusting 'pig roast' sex contest and i'm not surprised",-1,-1,MATCH
"new dog sick of being compared to old one",1,1,MATCH
"why mothers are so special",-1,-1,MATCH
"dove controversy: real beauty gone viral",-1,1,FAIL
"immigration legislation is dead -- now what?",-1,-1,MATCH
"local asshole attains world-class status",1,1,MATCH
"'black panther' success will help fund boys & girls clubs' stem centers",-1,-1,MATCH
"man calls 911 when he runs out of rolling papers, police say",-1,1,FAIL
"what to do when someone gives you a gift and you didn't get them one",-1,-1,MATCH
"classmates awed by first-grader who gets free breakfast every day",1,1,MATCH
"cross-shaped wwi monument declared unconstitutional",-1,-1,MATCH
"desperate dole promises best prom ever",1,-1,FAIL
"here's why a nonprofit named for anne frank keeps attacking trump",-1,-1,MATCH
"frustrated sycophant can't figure out what boss wants to hear",1,1,MATCH
"chevron touts green initiative with hybrid-powered oil drilling platforms",1,1,MATCH
"#youlookdisgusting blogger em ford responds to internet haters: 'perfection isn't real'",-1,1,FAIL
"prosecutors in tamir rice case bizarrely pointed toy gun at witness, lawyers allege",-1,-1,MATCH
"new taliban chief calls for unity amid leadership struggle",-1,1,FAIL
"here is jake gyllenhaal singing his heart out ahead of his broadway musical debut",-1,-1,MATCH
"no-makeup look easier to achieve than elle claims",1,1,MATCH
"why i'm attending the cop21 climate talks as an educator",-1,-1,MATCH
"beautiful pregnancy time-lapse shows new mom and new nursery transform",-1,-1,MATCH
"'shell-shocked' cnbc staffers had long flight home",-1,1,FAIL
"employees on other end of conference call just want it to be over",1,-1,FAIL
"captain asks stranger to keep eye on destroyer while he runs to bathroom",1,1,MATCH
"the entrepreneurial advantage",-1,-1,MATCH
"here are the best pundit reactions to the second gop debate",-1,-1,MATCH
"jimmy fallon's #myroommateisweird tweets sum up all your roomie nightmares",-1,-1,MATCH
"these cities want the country to focus more on access to preschool",-1,-1,MATCH
"bloody, detached hand of bears' player still in julius peppers' facemask",1,1,MATCH
"moving to new city to solve all of area man's problems",1,1,MATCH
"miley cyrus probably made less than the 'hannah montana' co-stars you can't even name",-1,-1,MATCH
"nick jonas shows off his best 'blue steel' on cover of adon magazine",-1,1,FAIL
"'chaotic' planets make the search for e.t. more complicated",-1,-1,MATCH
"man trying to get out of executioner duty",1,1,MATCH
"trump warns removing confederate statues could be slippery slope to eliminating racism entirely",1,-1,FAIL
"man appalled at date who lied slightly more than him on online dating profile",1,1,MATCH
"daddy hitting mommy with a chair this time",1,-1,FAIL
"frank gehry no longer allowed to make sandwiches for grandkids",1,1,MATCH
"bank of america introduces new existential rewards credit card program",1,1,MATCH
"food hacks for the best tailgate ever",-1,-1,MATCH
"this dog in brazil probably plays soccer way better than you",-1,-1,MATCH
"cruz likely to block trump on a second ballot at gop convention",-1,-1,MATCH
"archaeologists discover cave where ancient humans first had to pretend to like friend's art",1,1,MATCH
"first holiday season without grandma incredible",1,-1,FAIL
"diners slightly unnerved that waitress didn't write down order",1,-1,FAIL
"pepsi ceo: kendall jenner ad 'made me scratch my head'",-1,-1,MATCH
"male gaze falls on buffalo chicken bites",1,-1,FAIL
"young girl provides home for stray bullet",1,-1,FAIL
"office disgusted by two coworkers getting all chummy with each other",1,1,MATCH
"connect four-playing sis pretty sneaky",1,1,MATCH
"shrinking majority of americans supports marijuana legalization",-1,1,FAIL
"previous tenant clearly not bothered by mildew",1,-1,FAIL
"spider-man mask spices up blind date",1,1,MATCH
"toby keith is joining trump in saudi arabia for a men-only concert",-1,-1,MATCH
"al-qaeda hires public-relations consultant just to shoot him",1,-1,FAIL
"nation flattered brand would go to the trouble of selling them a hand-crafted product",1,-1,FAIL
"man could see himself spending rest of life with image of woman in head",1,1,MATCH
"breakfast in bed served to mom who just got eaten out",1,-1,FAIL
"area man sorry he's late, got here as fast as he could",1,1,MATCH
"judge 'manipulated' 9/11 attacks case, court document alleges",-1,-1,MATCH
"christina aguilera is barely recognizable on paper magazine cover",-1,-1,MATCH
"5 awesome acts of revenge that qualify as creative genius",-1,1,FAIL
"nation's tracy chapman fan 'can't wait' for lilith fair",1,1,MATCH
"monopoly releases special 'regular monopoly' edition",1,-1,FAIL
"visit home referred to as vacation by parents",1,1,MATCH
"cambridge cop accidentally arrests henry louis gates again during white house meeting",1,1,MATCH
"disappointing prince vaults found to contain 37,000 hours of billy joel covers",1,1,MATCH
"thursday's morning email: the republican tax plan's last-minute hurdles",-1,-1,MATCH
"this rescued mink just discovered the joy of being in water",-1,-1,MATCH
"meryl streep looks exactly like the 'shrek' fairy godmother at the oscars",-1,-1,MATCH
"10th-grade prodigy studying mathematics at 10th-grade level",1,1,MATCH
"how to move past grief after the death of a loved one",-1,-1,MATCH
"ant hoping queen will notice pretzel crumb he got her",1,-1,FAIL
"abu ghraib inside joke lost on rest of world",1,1,MATCH
"report: al-qaeda may be developing 'dirty soldier'",1,1,MATCH
"nation praying for super nasty luge accident",1,-1,FAIL
"american idol winner already complaining about pressures of fame",1,1,MATCH
"it's time to take a stand against trump",-1,-1,MATCH
"kansas city-area waiter gets world series ticket as a tip",-1,-1,MATCH
"to domestic violence survivors, the alexandria shooter's history is all too familiar",-1,-1,MATCH
"ira, hamas sweep 1990 bombie awards",1,-1,FAIL
"the 4 types of bosses... and how to manage up to them",-1,-1,MATCH
"republican presidential candidates to disclose bundlers for first time since 2008",-1,1,FAIL
"pet dog almost like disgusting family member",1,1,MATCH
"rest of world not biting on couple's open relationship",1,1,MATCH
"eric cantor's new job",-1,1,FAIL
"woman hid heroin, oxy under fake butt, cops say",-1,1,FAIL
"birthday boy admits accepting gifts",1,-1,FAIL
"discovering a lost and forgotten early christian 'gospel'",-1,-1,MATCH
"if area dad steps on legos one more time",1,1,MATCH
"caller enters remote backwaters of 1-800 automated messaging system",1,1,MATCH
"twitter users taunt rudy giuliani over new role on trump legal team",-1,-1,MATCH
"police officers waving everyone over to take a look at what happened to this guy",1,-1,FAIL
"photo of crying father a lasting symbol of economic struggle if there ever was one",1,1,MATCH
"'secret santa' disburses $100 bills in ferguson to help community heal",-1,-1,MATCH
"white house press secretary responds to question about rising obamacare premiums with torrent of toxic spray from parotid glands",1,1,MATCH
"hundreds of miniature sean hannitys burst from roger ailes' corpse",1,1,MATCH
"huckabee sanders cuts loose during correspondents' dinner with raucous, carefree frown",1,1,MATCH
"it's the horrifying tale of the drunk girl who won't stop partying",-1,-1,MATCH
"dog not sure it ready to tackle whatever happened to man at work today",1,1,MATCH
"uninformed buffoon barely comprehends conversation about taylor swift",1,-1,FAIL
"portia munson talks color and empowerment at frieze",-1,-1,MATCH
"you must know yourself before you can truly address your problems",-1,-1,MATCH
"some fucking guy at warner bros. wondering what shooting of 12 means for ticket sales",1,1,MATCH
"nation confident team usa can participate in world cup",1,-1,FAIL
"casual friday claims lives of 13 nuclear-waste-disposal technicians",1,1,MATCH
"chelsea manning: to those who kept me alive all these years, thank you",-1,-1,MATCH
"austria legalizes same-sex marriage",-1,-1,MATCH
"nation's schools to ensure bullied transgender students hide in stalls of bathrooms corresponding to biological sex",1,1,MATCH
"serena williams knocked out of olympics in stunning third-round loss",-1,1,FAIL
"bird wouldn't have landed on ledge if it had known everyone would make it into whole big thing",1,1,MATCH
"5 faith facts about chris christie",-1,-1,MATCH
"overworked nation wishes it could just unplug from it all like puerto rico",1,1,MATCH
"candidates preparing for colorado debate conditions with high-altitude speaking drills",1,-1,FAIL
"barack obama records robocall for doug jones in alabama senate race",-1,-1,MATCH
"3,500-year-old dagger was used as a doorstop",-1,-1,MATCH
"this poor kitty puts our seasonal allergies to shame",-1,-1,MATCH
"an unexpected health consequence of the california drought",-1,-1,MATCH
"'what's our best path to 270?' gary johnson asks campaign aides packing up office",1,1,MATCH
"daily meditation really helping man stay self-centered",1,1,MATCH
"area dog's rock bottom same as his peak",1,1,MATCH
"nypd arrests down for second week",-1,-1,MATCH
"6 surprising things i learned from a visit to the er",-1,-1,MATCH
"10-month-old pug worried upon reaching age when father developed debilitating breathing problems",1,-1,FAIL
"70-year-old woman decides it time to start dressing entirely in purple",1,1,MATCH
"meredith vieira's today show debut marked by uncomfortable hour-long silence",1,-1,FAIL
"'entourage' fans doubt film adaptation can capture nuances of book",1,1,MATCH
"ed sheeran sang 'chasing cars' at a wedding, and now we're swooning",-1,-1,MATCH
"poll: 99% of human beings would prefer big, slobbery hound dog pope",1,1,MATCH
"supreme court justice application asks for 3 sample opinions",1,-1,FAIL
"how to live the good life in this mexican retirement paradise",-1,-1,MATCH
"lights go on: part li -- a single word",-1,-1,MATCH
"gary busey nearly drowns recovering pork chop from swimming pool",1,-1,FAIL
"enron executives blamed for missing employee donut fund",1,-1,FAIL
"live cow lowered onto floor of u.s. house of representatives",1,1,MATCH
Tests:,996,Matches:,733,Percent:,73.59437751004016
