File:,"../Sarcasm/Sarcasm_train_set_1.csv"
TEXT,VALUE,PRED,CORRECT
"isis recruiter excited to be talking to popular high schooler for once",1,-1,FAIL
"15,000 brown people dead somewhere",1,-1,FAIL
"4 billion years of evolution unable to prevent area man from drooling on self",1,1,MATCH
"for that parent who's not the sharpest crayon in the box: a poem",-1,-1,MATCH
"does a reasonable worker lactate?",-1,-1,MATCH
"the 12 craziest outfits celebrities wore in november",-1,-1,MATCH
"15 hours overnight at seoul's incheon airport with kids",-1,-1,MATCH
"mother still yammering away under her tombstone",1,-1,FAIL
"amy schumer stuns in a white minidress at gq men of the year party",-1,-1,MATCH
"dhs sets security alert level to green for 8 seconds",1,-1,FAIL
"mom makes sure everyone has masturbated before long car ride",1,1,MATCH
"coal now too expensive to put in christmas stockings",1,-1,FAIL
"personal life a total waste of time",1,-1,FAIL
"every family member's birthday now marred by some tragedy",1,-1,FAIL
"trump and xi in mar-a-lago: a tweetless summit would be a win",-1,-1,MATCH
"wall street lobbyists and d.c. insiders" wrong (again) on dol conflict of interest rule"",-1,-1,MATCH
"mueller threatened to subpoena trump if lawyers refused sit-down interview",-1,-1,MATCH
"study: uneducated outbreeding intelligentsia 2-to-1",1,-1,FAIL
"kinko's patron pulls the old copy-key switcheroo",1,-1,FAIL
"toys 'r' us sign triggers pavlovian shrieking response in child",1,-1,FAIL
"canadian ice dancers make history, winning gold in pyeongchang",-1,-1,MATCH
"grandmother, 60, wins key fight in bid to birth her own grandbaby",-1,-1,MATCH
"area man coasting by on good looks, work ethic, in-depth knowledge of virginia real estate law",1,1,MATCH
"there are fewer asian americans than you might think",-1,-1,MATCH
"stars with gray hair prove getting older isn't all that bad",-1,-1,MATCH
"tomi lahren claims low-skilled immigrants are 'not what this country is based on'",-1,-1,MATCH
"mountain lion tracked by scientists is found dead near malibu road",-1,-1,MATCH
"kid who hugged cop in viral protest photo feared dead in family car plunge",-1,-1,MATCH
"look: the magical world of tarot",-1,-1,MATCH
"sepp blatter faces 90-day suspension from fifa",-1,-1,MATCH
"google once made a promise not to be evil. will alphabet uphold it?",-1,-1,MATCH
"area organization pro-white, ain't anti-nobody",1,1,MATCH
"grizzled proofreader has seen it written both ways",1,-1,FAIL
"'the onion' wins nobel prize",1,-1,FAIL
"starting a small business is anything but routine",-1,-1,MATCH
"donald trump was about to make jerry falwell, jr. education secretary. let that sink in.",-1,-1,MATCH
"donald trump had a no good, very sad homecoming",-1,-1,MATCH
"an uber for cuba?",-1,-1,MATCH
"japanese restrooms offer special toilet paper for wiping phones",-1,-1,MATCH
"emile hirsch sentenced to 15 days in jail after pleading guilty to assault",-1,-1,MATCH
"god admits he was in pretty bad place while creating universe",1,-1,FAIL
"obama administration facing more opposition to atlantic drilling plans",-1,-1,MATCH
"area man's back aching after bad night's sleep, 58 continuous years of horrible posture",1,1,MATCH
"kristen stewart ditches her brunette locks for a bleached 'do",-1,-1,MATCH
"the onion is getting into the movie business",-1,-1,MATCH
"ketchup not fancy enough for local man",1,1,MATCH
"desperate dolphin mom seen helping her trapped baby breathe",-1,-1,MATCH
"marco rubio's struggle to be more than a talking point machine",-1,-1,MATCH
"gold bond spokesman grudgingly admits it makes your balls tingle",1,-1,FAIL
"man with big stick to lead russia",1,1,MATCH
"trojan unveils new 3-piece formal condoms",1,-1,FAIL
"dc police investigating possible hate crime after 2 men beaten in alleged anti-gay attack",-1,-1,MATCH
"hear the siren from behind the fence",-1,-1,MATCH
"in five days",-1,-1,MATCH
"boardwalk con men hit hard by sharp decrease in chumps",1,-1,FAIL
"fbi agent's cover blown by own jacket",1,-1,FAIL
"new memoir reveals navy seal bounced a few book ideas off bin laden before killing him",1,-1,FAIL
"are there tears in your popcorn? what to learn from the fault in our stars",-1,-1,MATCH
"horse dies in freak highway accident",-1,-1,MATCH
"morley safer can't remember if he left stopwatch running after locking up '60 minutes' studio",1,1,MATCH
"americans experiencing slightly different kind of numbness today",1,1,MATCH
"vatican county fair sets record for world's largest communion wafer",1,-1,FAIL
"catapults v. curtains -- girl books and boy books",-1,-1,MATCH
"panicked studio delays 'man of steel' to get more shots of people looking up in awe",1,1,MATCH
"embarrassing bounced check from greece taped up in imf headquarters",1,-1,FAIL
"snack that resided in empty vending machine slot must have been delicious",1,-1,FAIL
"kerry washington just summed up what we're all thinking about mental health",-1,-1,MATCH
"lionel richie explains why he decided to adopt his daughter nicole",-1,-1,MATCH
"sharper image vows 'we will be undersold'",1,-1,FAIL
"alarming u.n. report finds world lost 40 million acres of personal space last year",1,1,MATCH
"pamela anderson talks candidly about love, forgiveness and her foundation",-1,-1,MATCH
"orlando survivor angel colon takes first steps by himself since tragedy",-1,-1,MATCH
"failure to get into private college to be most financially responsible act of 17-year-old's life",1,1,MATCH
"michele bachmann thankful no americans died in sikh shooting",1,-1,FAIL
"one arizona man remains missing after flash floods kills eight family members",-1,-1,MATCH
"best burger restaurants in america",-1,-1,MATCH
"area man overly proud of never wearing underwear",1,1,MATCH
"ninja-like parents demonstrate how to escape a sleeping baby",-1,-1,MATCH
"obama takes shots at wnba champions",-1,-1,MATCH
"nike ceo blasts trump executive order targeting muslims, refugees",-1,-1,MATCH
"flash-mob spells out 'resist!' next to trump california golf course",-1,-1,MATCH
"report: income inequality most apparent during fifth-grade classmate's birthday party",1,1,MATCH
"pennsylvania diocese releases names of 51 clergy, laypeople accused of misconduct",-1,-1,MATCH
"thomas pogge has 'done damage' to yale philosophy department, colleague says",-1,-1,MATCH
"here's why we need to stop criticizing lebron james",-1,-1,MATCH
"gop 'self-deportation' fantasy is alive and well",-1,-1,MATCH
"man's idea for tweet just pops into his mind almost fully formed",1,-1,FAIL
"at dnc, democrats spoke out on a topic that republicans mostly avoided",-1,-1,MATCH
"how to criticize your kids without ruining their self-esteem",-1,-1,MATCH
"cory booker introduces oversize velvet blacklight bill decriminalizing marijuana",1,-1,FAIL
"adam rippon is allowing america to love a (really) gay athlete",-1,-1,MATCH
"a ray of hope for lesbian veteran denied burial next to wife?",-1,-1,MATCH
"'monster' cyclone leaves trail of devastation in vanuatu",-1,-1,MATCH
"what is a reverse mortgage?",-1,-1,MATCH
"wednesday's morning email: what the georgia special election results mean for the gop",-1,-1,MATCH
"quiet guy mistaken for nice guy",1,-1,FAIL
"black father gives son the talk about holding literally any object",1,-1,FAIL
"bruce springsteen on fence about playing assad's birthday gig",1,-1,FAIL
"huffpollster: texas and massachusetts are the states to watch on super tuesday",-1,-1,MATCH
"new okcupid feature alerts users when it's time to come crawling back",1,1,MATCH
"blm's alicia garza launches census project to mobilize black political power",-1,-1,MATCH
"google still a long way from meeting diversity goals",-1,-1,MATCH
"hundreds of cheap, generic doorstops flood market after doorblocker patent runs out",1,1,MATCH
"daily meditation: finding the sacred",-1,-1,MATCH
"child buried in backyard under popsicle-stick cross",1,-1,FAIL
"status of gathering upgraded to 'party' by presence of pizza",1,1,MATCH
"greece's rock portrait gallery, from craggy ogres to de gaulle's nose: suspended in mid-air on the looney front, part ii",-1,-1,MATCH
"how i came to follow my passion",-1,-1,MATCH
"report: it time to give up",1,1,MATCH
"watch: meteorologist evacuates during live tornado report",-1,-1,MATCH
"blagojevich claims behavior was just elaborate plan to surprise patrick fitzgerald with senate nomination on his birthday",1,1,MATCH
"jennifer aniston and justin theroux spend valentine's day in paris",-1,-1,MATCH
"teen publication takes bold anti-peer-pressure stance",1,-1,FAIL
"genetically modified chicken lays its own dipping sauce",1,-1,FAIL
"think pynk",-1,-1,MATCH
"cheetos social media team arguing over whether tweet in chester cheetah's voice",1,-1,FAIL
"#nevertrump conservative media will have to decide if never means never",-1,-1,MATCH
"exuberant trump rally crowd bats syrian refugee child around arena before candidate comes on stage",1,-1,FAIL
"bill clinton: sorry for the drug war",-1,-1,MATCH
"alligator can't stop thinking about delicious swan from last week",1,-1,FAIL
"here's what cops and their supporters are saying about the sandra bland arrest video",-1,-1,MATCH
"actor matthew mcconaughey agrees to star in whatever",1,-1,FAIL
"bill up and dies in tennessee legislature",1,-1,FAIL
"bush unveils new blind-faith-based initiatives",1,-1,FAIL
"christmas pageant enters pre-production",1,-1,FAIL
"kenya claims to have killed over 100 militants in somalian raid",-1,-1,MATCH
"veterans mentor chicago's at-risk youth, help them cope with trauma",-1,-1,MATCH
"husband chooses car based on lowest passenger-side impact rating",1,-1,FAIL
"'hedwig' takes home tony for best revival of a musical",-1,-1,MATCH
"grandma pulls pudding roll-ups from recesses of cupboard",1,1,MATCH
"the magical dolphins of slovenia",-1,-1,MATCH
"man driving while making youtube video to explain how pc culture destroying america",1,1,MATCH
"poll: 78% of americans hope cataclysmic event wiping out humanity will have big tidal wave",1,1,MATCH
"'goodbye to the dead,' a conversation with brian freeman",-1,-1,MATCH
"obama poll watch -- december, 2014",-1,-1,MATCH
"are brick and mortar banks and checking accounts dying due to digital wallets, prepaid debit cards, etc.?",-1,-1,MATCH
"why have there been so many anti-gay attacks in dallas?",-1,-1,MATCH
"rick santorum slightly embarrassed for man introducing him as next president of united states",1,1,MATCH
Tests:,996,Matches:,737,Percent:,73.99598393574297
